company,rating,location,positionName,salary,url,jobType/0,searchInput/country,searchInput/position,externalApplyLink,clean_description
Prudential,3.8,"Newark, NJ 07102","Lead, Machine Learning Engineer","$130,300 - $215,100 a year",https://www.indeed.com/viewjob?jk=c699a48810fffa1b,Full-time,US,Data Scientist,https://pru.wd5.myworkdayjobs.com/en-US/Careers/job/Newark-NJ-USA/Lead--Machine-Learning-Engineer_R-121442?source=Indeed,job classification technology data analytics management interested building capability enable organization innovation speed agility scalability efficiency global technology team take great pride culture digital transformation built dna join organization prudential youll unlock exciting impactful career growing skill advancing profession one world leading financial service institution lead machine learning engineer partner data scientist data engineer data analyst professional implement machine learning model deliver stability producibility scalability integration product service implement capability solve sophisticated business problem deploy innovative product service experience delight customer addition advanced technical expertise experience bring excellent problem solving communication teamwork skill along agile way working strong business insight inclusive leadership attitude continuous learning focus expect typical day operationalize software model component solve realworld business problem working collaboration product data science team remove complex technical impediment solve complex problem writing testing application code developing validating model automating test deployment leverage cloudbased architecture technology deliver optimized model scale construct optimized data pipeline feed model leverage continuous integration continuous deployment best practice including test automation monitoring ensure successful deployment model application code bring strong understanding relevant emerging technology provide input coach team member embed learning innovation daytoday work complex problem analysis situation data requires evaluation intangible variable use programming language including limited python sql java scala sql skill expertise bring bachelor computer science engineering experience related field ability coach others minimal guidance effectively leverage diverse idea experience thought perspective benefit organization experience agile development methodology testdriven development tdd knowledge business concept tool process needed making sound decision context company business ability learn new skill knowledge ongoing basis selfinitiative tackling challenge excellent problem solving communication collaboration skill advanced experience andor expertise several following software engineering system design requirement analysis coding testing version control microservices architecture building restful apis distributed computing architecture pattern general understanding computer architecture objectoriented programming concept machine learning deep learning good understanding algorithm like linear regression logistic regression etc supervised unsupervised reinforcement learning framework like tensorflow pytorch scikitlearn etc neural network nlp computer vision predictive analytics model performance management model monitoring model validation bias detection explainability performance drift outlier etc model deployment thorough understanding mdlc model development life cycle cicdct pipeline using tool like jenkins cloudbees harness etc testing pipeline framework like mlflow aws sagemaker pipeline etc model data versioning data integration transformation processing transforming mapping raw data generate insight data wrangling various tool understanding big data ecosystem relational nosql graph database unstructured semistructured data data processing distributed system sparkpyspark statistic computing strong knowledge linear algebra probability statistic multivariate calculus distribution like poisson normal binomial etc programming language python sql java scala sql youll love working join team culture voice matter every day work transforms experience make life better put skill use well help make even bigger impact learning experience grow technical leadership capability youll surprised rocksolid organization store offer prudential required state specific law include salary range role hiring resident applicable location salary range role specific pricing role may vary within range based many factor including geographic location candidate experience skill market competitive base salary yearly bonus potential every level medical dental vision life insurance disability insurance paid time pto leave absence parental military leave plan company match companyfunded pension plan wellness program including year reimbursement item purchased support personal wellbeing need worklife resource help support topic parenting housing senior care finance pet legal matter education emotional mental health career development education benefit help finance traditional college enrollment toward obtaining approved degree many accredited certificate program employee stock purchase plan share purchased lower two price beginning end purchase period one year service eligibility participate discretionary annual incentive program subject rule governing program whereby award depends various factor including without limitation individual organizational performance find total reward package visit work life balance prudential career benefit may apply parttime employee scheduled work less hour per week prudential financial inc united state affiliated prudential plc headquartered united kingdom prudential equal opportunity employer qualified applicant receive consideration employment without regard race color religion national origin ancestry sex sexual orientation gender identity national origin genetics disability marital status age veteran status domestic partner status medical condition characteristic protected law need accommodation complete application process please email accommodationshwprudentialcom experiencing technical issue application assessment please email careerstechnicalsupportprudentialcom request assistance
Handshake,3.7,United States,"AI Tutor, Environmental Science Specialist (Contract), Handshake AI",$55 - $100 an hour,https://www.indeed.com/viewjob?jk=2007015cee69d84f,Contract,US,Data Scientist,unknown,impact tutor focused environmental science youll contribute building understands climate data sustainability topic ecological system domain knowledge ensure output environmental context scientifically sound datadriven contract remote position variable time commitment service provided contractor agreement supplementary integral handshake primary business operation contractor service distinct separate core business activity handshake role evaluate environmental sciencerelated content feedback trainer ensure alignment realworld scientific principle data provide expert input climate science ecosystem policyoriented topic work crossfunctional team enhance annotation tool adapt quickly new domain content format experience phd abd environmental science ecology earth science related discipline skilled technical writing scientific communication strong analytical systemslevel thinking passion climate innovation technological impact familiarity environmental datasets modeling plus bonus area expertise research experience published work reputable journal previous tutoring experience teaching experience professor teacher tutor experience technical writing journalism professional writing additional requirement availability work evening weekend needed ability quickly adapt new skill evolving requirement personal device must support window macos big sur later reliable access smartphone location work expectation fully remote position visa sponsorship available hiring wyoming illinois time compensation range cash compensation set standard range usbased role based function level geographic location benchmarked similar stage growth company order compliant local legislation well provide greater transparency candidate share salary range job posting regardless desired hiring location final offer amount determined multiple factor including geographic location well candidate experience expertise may vary amount listed handshake building future human data partner directly top lab power large language model llm training evaluation highquality expertgenerated data model become sophisticated demand specialized human input continues growand handshake uniquely positioned meet power career platform top university giving direct access verified expert talent across wide range domain team rapidly building new generation human data productsfrom expert annotation platform interviewer seamless payout infrastructureall designed accelerate research improve model performance weve assembled worldclass team notion scale coinbase palantir working directly many world leading research lab unique opportunity join fastgrowing team shaping future better data better tool better systemsfor expert expert handshake committed providing reasonable accommodation recruitment process candidate disability sincerely held religious belief reason protected applicable law need assistance reasonable accommodation please let recruiter know initial communication
"Amazon Web Services, Inc.",3.4,"Atlanta, GA","Senior Delivery Consultant - Senior Machine Learning Engineer, AWS Professional Services, AWS Professional Services","$138,200 - $239,000 a year",https://www.indeed.com/viewjob?jk=0d962f67cb480bf4,Full-time,US,Data Scientist,https://www.amazon.jobs/en/jobs/3017067/senior-delivery-consultant-senior-machine-learning-engineer-aws-professional-services-aws-professional-services?cmpid=DA_INAD200785B,year cloud architecture implementation bachelor degree computer science engineering related field equivalent experience year leading technical team handson experience focused data software engineering strong understanding distributed computing data pipeline training inference infrastructure design year developing predictive modeling natural language processing deep learning proven track record building deploying model cloud amazon sagemaker similar year developing sql python least one additional programming language java scala javascript typescript proficient leading library framework tensorflow pytorch excited building software solution around large complex machine learning artificial intelligence system want help largest global enterprise derive business value adoption automation generative genai excited using massive amount disparate data develop aiml model eager learn apply aiml diverse array enterprise use thrilled key part amazon investing machine learning decade pioneering shaping world technology amazon web service professional service proserve team seeking skilled engineer join team delivery consultant amazon web service aws role youll work closely customer design implement manage aws aiml genai solution meet technical requirement business objective youll key player driving customer success cloud journey providing technical expertise best practice throughout project lifecycle lead customerfocused project team technical leader perform handson development solution exceptional quality possessing deep understanding aws product service delivery consultant proficient architecting complex scalable secure aiml genai solution tailored meet specific need customer youll work closely stakeholder gather requirement assess current infrastructure propose effective migration strategy aws trusted advisor customer providing guidance industry trend emerging technology innovative solution responsible leading implementation process ensuring adherence best practice optimizing performance managing risk throughout project aws professional service organization global team expert help customer realize desired business outcome using aws cloud work together customer team aws partner network apn execute enterprise cloud computing initiative team provides assistance collection offering help customer achieve specific outcome related enterprise cloud adoption also deliver focused guidance global specialty practice cover variety solution technology industry key job responsibility key job responsibility experienced technology professional responsible leading project team implementing endtoend aiml genai project understanding business need data preparation model development deployment monitoring designing implementing machine learning pipeline support highperformance reliable scalable secure workload designing scalable solution operation mlops using aws service leveraging genai solution applicable collaborating crossfunctional team applied science devops data engineering cloud infrastructure application prepare analyze operationalize data aiml model serving trusted advisor customer aiml genai solution cloud architecture sharing knowledge best practice within organization mentoring training publication creating reusable artifact ensuring solution meet industry standard supporting customer advancing aiml genai cloud adoption strategy customerfacing role potential travel customer site needed team aws diverse experience aws value diverse experience even meet preferred qualification skill listed job encourage candidate apply career starting hasnt followed traditional path includes alternative experience dont let stop applying aws amazon web service aws world comprehensive broadly adopted cloud platform pioneered cloud computing never stopped innovating thats customer successful startup global company trust robust suite product service power business inclusive team culture aws nature learn curious employeeled affinity group foster culture inclusion empower proud difference ongoing event learning experience including conversation race ethnicity core amazecon diversity conference inspire never stop embracing uniqueness mentorship career growth continuously raising performance bar strive become earth best employer thats youll find endless knowledgesharing mentorship careeradvancing resource help develop betterrounded professional worklife balance value worklife harmony achieving success work never come expense sacrifice home strive flexibility part working culture feel supported workplace home there nothing cant achieve cloud aws experience preferred proficiency range aws service sagemaker bedrock ec eks opensearch step function vpc cloudformation aws professional certification solution architect professional devops engineer professional experience automation terraform python infrastructure code cloudformation cdk container cicd pipeline knowledge common security compliance standard hipaa gdpr strong communication skill ability explain complex concept technical nontechnical audience ability lead technical team customer project experience building pipeline mlops best practice including data preprocessing model hosting feature selection hyperparameter tuning distributed gpu training deployment monitoring retraining experience mlops mlflow kubeflow orchestration airflow aws step function experience building application using genai technology llm vector store langchain prompt engineering amazon equal opportunity employer discriminate basis protected veteran status disability legally protected status inclusive culture empowers amazonians deliver best result customer disability need workplace accommodation adjustment application hiring process including support interview onboarding process please visit information countryregion youre applying isnt listed please contact recruiting partner compensation reflects cost labor across several geographic market base pay position range year lowest geographic market year highest geographic market pay based number factor including market location may vary depending jobrelated knowledge skill experience amazon total compensation company dependent position offered equity signon payment form compensation may provided part total compensation package addition full range medical financial andor benefit information please visit position remain posted filled applicant apply via internal external career site
Amazon,3.5,"Seattle, WA","Machine Learning Engineer II, Sponsored Products Search Sourcing, Amazon Advertising","$129,300 - $223,600 a year",https://www.indeed.com/viewjob?jk=6aea3817fb71f0d4,Internship,US,Data Scientist,https://www.amazon.jobs/en/jobs/3017064/machine-learning-engineer-ii-sponsored-products-search-sourcing-amazon-advertising?ittk=EWUMT4YTQE,description amazon advertising one amazon fastest growing profitable business responsible defining delivering collection advertising product drive discovery sale core product offering within advertising portfolio sponsored product help merchant retail vendor brand owner succeed via native advertising grows incremental sale product sold amazon team primary goal help shopper discover new product love efficient way advertiser meet business objective build sustainable business continuously innovates behalf customer product solution strategically important enable retail marketplace business drive longterm growth deliver billion impression million click break fresh ground product technical innovation every day serving ad billion search request daily finding relevant ad search page billion ad millisecond excite sponsored product demand utilization team responsible retrieving relevant engaging ad surface customer search product amazon strive understand customer intent identify relevant ad enable discover new alternate product also enables seller amazon showcase product customer may time buried deeper search result system algorithm operate one world largest product catalog matching shopper product high relevance bar strict latency constraint team applied scientist machine learning engineer working complex solution understand customer intent present ad relevant actual shopping experience also nonobtrusive area strategic importance amazon retail marketplace business driving long termgrowth looking machine learning engineer drive appropriate technology choice business lead way continuous innovation shape future serving amazon search build service handle billion request per day maintaining response latency millisecond meeting strict sla requirement quite routine system operate massive datasets using distributed framework design code troubleshoot support high volume low latency distributed system solution create would ensure relevant ad served amazon customer directly impact customer shopping experience helping seller get maximum roi advertising amazon role provide exposure cuttingedge innovation product search information retrieval natural language processing nlp llm training deep learning image processing addition strongly motivated also responsible mentoring junior engineer guiding deliver high impacting product service amazon customer seller key job responsibility job responsibility drive direction technical solution work many different technology deep learning aws auto realtime serving system design develop production software support scalable offline machinelearning pipeline online serving component work closely applied scientist optimize performance machinelearning model improve team machine learning productivity advance technical foundation empower science innovation create also basic qualification year noninternship professional software development experience year noninternship design architecture design pattern reliability scaling new existing system experience experience programming least one software programming language experience building complex software system successfully delivered customer preferred qualification year full software development life cycle including coding standard code review source control management build process testing operation experience bachelor degree computer science equivalent experience machine learning data mining information retrieval statistic natural language processing experience llm prompt engineering amazon equal opportunity employer discriminate basis protected veteran status disability legally protected status inclusive culture empowers amazonians deliver best result customer disability need workplace accommodation adjustment application hiring process including support interview onboarding process please visit information countryregion youre applying isnt listed please contact recruiting partner compensation reflects cost labor across several geographic market base pay position range year lowest geographic market year highest geographic market pay based number factor including market location may vary depending jobrelated knowledge skill experience amazon total compensation company dependent position offered equity signon payment form compensation may provided part total compensation package addition full range medical financial andor benefit information please visit position remain posted filled applicant apply via internal external career site
Google,4.3,"Sunnyvale, CA","Software Engineer III, Generative AI, Google Workspace","$141,000 - $202,000 a year",https://www.indeed.com/viewjob?jk=485f125137ba6b1e,Full-time,US,Data Scientist,https://www.google.com/about/careers/applications/jobs/results/83955998934344390-software-engineer-iii/?src=Online/Job%20Board/indeed&utm_source=indeed&utm_medium=job-posting,minimum qualification bachelor degree equivalent practical experience year experience software development one programming language year experience advanced degree industry setting year experience data structure algorithm either academic industry setting experience generative large language model multimodal large vision model experience machine learning algorithm tool tensorflow artificial intelligence deep learning natural language processing discipline preferred qualification master degree phd computer science related technical field experience developing accessible technology proficiency code system health diagnosis resolution software test engineering job google software engineer develop nextgeneration technology change billion user connect explore interact information one another product need handle information massive scale extend well beyond web search looking engineer bring fresh idea area including information retrieval distributed computing largescale system design networking data storage security artificial intelligence natural language processing design mobile list go growing every day software engineer work specific project critical google need opportunity switch team project fastpaced business grow evolve need engineer versatile display leadership quality enthusiastic take new problem across fullstack continue push technology forward change future work profound way product gmail doc drive calendar sheet vids meet forefront precomputed summary email thread summary meeting video created document using lifelike avatar opportunity huge mission meaningfully connect people create build grow together part team build productivity tool work year future work model builder google deepmind work exceptional leader ability impact billion user across world base salary range fulltime position bonus equity benefit salary range determined role level location within range individual pay determined work location additional factor including jobrelated skill experience relevant education training recruiter share specific salary range preferred location hiring process please note compensation detail listed role posting reflect base salary include bonus equity benefit learn benefit google responsibility write product system development code participate lead design review peer stakeholder decide amongst available technology review code developed developer provide feedback ensure best practice style guideline checking code accuracy testability efficiency contribute existing documentation educational content adapt content based productprogram update user feedback triage product system issue debugtrackresolve analyzing source issue impact hardware network service operation quality google proud equal opportunity workplace affirmative action employer committed equal employment opportunity regardless race color ancestry religion sex national origin sexual orientation age citizenship marital status disability gender identity veteran status also consider qualified applicant regardless criminal history consistent legal requirement see also google eeo policy eeo law disability special need requires accommodation please let know completing accommodation applicant form
Amazon.com Services LLC,3.5,"New York, NY","Applied Scientist II, Sponsored Products - Bidding","$136,000 - $223,400 a year",https://www.indeed.com/viewjob?jk=b904e4ded0747e7e,Full-time,US,Data Scientist,https://www.amazon.jobs/en/jobs/3017073/applied-scientist-ii-sponsored-products-bidding?cmpid=DA_INAD200785B,year building model business application experience phd master degree year related field experience experience programming java python related language experience following area algorithm data structure parsing numerical optimization data mining parallel distributed computing highperformance computing amazon advertising one amazon fastest growing profitable business responsible defining delivering collection advertising product drive discovery sale core product offering within advertising portfolio sponsored product help merchant retail vendor brand owner succeed via native advertising grows incremental sale product sold amazon team primary goal help shopper discover new product love efficient way advertiser meet business objective build sustainable business continuously innovates behalf customer product solution strategically important enable retail marketplace business drive longterm growth deliver billion impression million click break fresh ground product technical innovation every day applied scientist team technical leader machine learning lead effort within team perform handson analysis modeling enormous data set develop insight increase traffic monetization merchandise sale without compromising shopper experience drive endtoend machine learning project high degree ambiguity scale complexity build machine learning model perform proofofconcept experiment optimize deploy model production work closely software engineer assist productionizing model run experiment gather data perform statistical analysis establish scalable efficient automated process largescale data analysis machinelearning model development model validation serving research new innovative machine learning approach love opportunity amazon investing heavily building worldclass advertising business team defines delivers collection advertising product drive discovery sale solution generate billion revenue drive longterm growth amazon retail marketplace business deliver billion impression million click daily break fresh ground create worldclass product highly motivated collaborative funloving team entrepreneurial spirit broad mandate experiment innovate impact career growth invent new experience influence customerfacing shopping experience help supplier grow retail business auction dynamic leverage native advertising opportunity work within fastestgrowing business across amazon define longterm science vision advertising business driven customer need translating direction specific plan research applied scientist well engineering product team role combine science leadership organizational ability technical strength product focus business understanding experience using unixlinux experience professional software development amazon equal opportunity employer discriminate basis protected veteran status disability legally protected status inclusive culture empowers amazonians deliver best result customer disability need workplace accommodation adjustment application hiring process including support interview onboarding process please visit information countryregion youre applying isnt listed please contact recruiting partner compensation reflects cost labor across several geographic market base pay position range year lowest geographic market year highest geographic market pay based number factor including market location may vary depending jobrelated knowledge skill experience amazon total compensation company dependent position offered equity signon payment form compensation may provided part total compensation package addition full range medical financial andor benefit information please visit position remain posted filled applicant apply via internal external career site
Facebook App,4.0,"Menlo Park, CA",AI Developer Efficiency Product Manager,"$202,000 - $277,000 a year",https://www.indeed.com/viewjob?jk=11d823eb5bb239ef,Full-time,US,Data Scientist,https://www.metacareers.com/jobs/4227239557553112/?rx_campaign=indeed0&rx_ch=vp&rx_group=187943&rx_id=38a939ca-513b-11f0-821b-11e30b5dda4a&rx_job=a1KDp00000E2ZcnMAF&rx_medium=cpc&rx_r=none&rx_source=indeed&rx_ts=20250626T121202Z&rx_vp=cpc&utm_campaign=Job%2Bboard&utm_medium=jobs&utm_source=indeedorganic&ref=a8lA00000004CJ6IAM&rx_p=4OL6YASUG2&rx_viewer=fec48c0b528f11f0bf9d1dae952ddb6fa28cb1d2b96c407998baccfa28652cf2,meta product manager work crossfunctional team engineer designer data scientist researcher build product looking extremely effective product manager help innovate execute product initiative across company value moving quickly job description represents different fulltime role across meta developer efficiency product manager responsibility primary driver identifying significant near longterm opportunity large product area driving product mission strategy roadmaps context broader organizational strategy goal generate buyin drive consensus across organization bring clarity structure ambiguous opportunity consistently demonstrate initiative execute limited oversight plan initiate manage information technology project webbased product application platform integrate data usability study research market analysis product strategy requirement enhance user satisfaction improve engineer productivity drive product development team engineer designer maintaining team health understand metas strategic competitive position deliver product aligned mission recognized best industry work closely crossfunctional team drive product mission define product requirement coordinate resource group design legal etc develop roadmaps guide team key milestone define analyze metric inform success product identify track key performance metric drive decisionmaking user insight quantitative analysis testing maximize efficiency constantly evolving environment process fluid creative solution norm minimum qualification year product management andor product design year experience working collaboratively engineering design user research team experience navigating full product lifecycle integrating customer feedback product requirement driving prioritization pre postlaunch execution critical thinking analytical leadership experience experience presenting executive audience babs computer science related field preferred qualification experience consumer focused technology company experience building product platformecosystem product marketplace meta meta build technology help people connect find community grow business facebook launched changed way people connect apps like messenger instagram whatsapp empowered billion around world meta moving beyond screen toward immersive experience like augmented virtual reality help build next evolution social technology people choose build career building meta help shape future take beyond digital connection make possible todaybeyond constraint screen limit distance even rule physic meta proud equal employment opportunity affirmative action employer discriminate based upon race religion color national origin sex including pregnancy childbirth related medical condition sexual orientation gender gender identity gender expression transgender status sexual stereotype age status protected veteran status individual disability applicable legally protected characteristic also consider qualified applicant criminal history consistent applicable federal state local law meta participates everify program certain location required law please note meta may leverage artificial intelligence machine learning technology connection application employment meta committed providing reasonable accommodation candidate disability recruiting process need assistance accommodation due disability please let know accommodationsextfbcom year year bonus equity benefit individual compensation determined skill qualification experience location compensation detail listed posting reflect base hourly rate monthly rate annual salary include bonus equity sale incentive applicable addition base compensation meta offer benefit learn benefit meta
"BI Pharmaceuticals, Inc.",4.0,"Ridgefield, CT 06877",Principal Clinical Data Scientist,Not Disclosed,https://www.indeed.com/viewjob?jk=01e64b520b2e3185,Full-time,US,Data Scientist,https://jobs.boehringer-ingelheim.com/job/Ridgefield%2C-CT-Principal-Clinical-Data-Scientist-Unit/1217237501/,principal clinical data scientist boehringer ingelheim pharmaceutical inc ridgefield telecommuting permitted work may performed location job duty lead oversee design transformation analysis reporting complex studiesprojects complex phase iiv clinical trial project established company experience support complex international project lead oversee design transformation analysis reporting data clinical drug life cycle process registry realworld data base respect specific use case projectasset present compelling validated story regarding data science aspect within outside company ensure data transformation analysis specification ensure completeness correctness adherence department guideline sop well applicable gxp requirement guide andor lead colleague internal external customer external provider data science related task ensure crossfunctional teambased working within biostatistics data science bd unit company support fostering innovative digital approach produce sophisticated intelligent optimization solution innovative process predictive model interact various function role within outside bd leading andor strategical impact regarding substance level know understand implement international regulation guideline good clinical statistical practice ich region company process sop govern clinical development regulation telecommuting permitted work may performed location work schedule hour per week description contd job requirement master degree foreign equivalent statistic data science math computer science information technology technology management chemistry pharmaceutical science related field six year experience job offered related role bachelor degree foreign equivalent statistic data science math computer science information technology technology management chemistry pharmaceutical science related field seven year experience job offered related role must six year experience using sa macro language sa sql sa stat must four year experience working central nervous system cns therapeutic area analysis reporting electronic patient reported outcome epro electronic clinical outcome assessment ecoa must experience leading new drug application submission activity food drug administration fdaintegrated summary safetyintegrated summary efficacybioresearch monitoring program package managing additional postfiling request providing functional expertise support fda communication package type type meeting point contact subject matter expert area planning transforming analyzing interpreting reporting data clinical trial data source clinical research development using clinical data standard including clinical data interchange standard consortium cdiscstudy data tabulation model sdtm analysis data model adam using medical dictionary regulatory activity meddra whodrug dictionary performing user acceptance testing database developing scope work statistical programming task subsequent vendor selection domestic international travel required
Meta,4.2,"Bellevue, WA 98005","Data Engineering Manager, Analytics","$173,000 - $242,000 a year",https://www.indeed.com/viewjob?jk=837a84db9a444425,Full-time,US,Data Scientist,https://www.metacareers.com/jobs/1377550850180707/,bellevue morefull time meta data analytics data engineering looking leader data engineering team work closely product manager data scientist software engineer support product launch roadmaps building data architecture informs drive insight role direct link work company growth user satisfaction youll work brightest mind industry work one richest data set world use cutting edge technology see effort affect product people regular basis data engineering manager analytics responsibility drive mission strategy business intelligence data warehousing across product vertical build lead highquality data warehousing team designing scale develop crossfunctional relationship stakeholder understand data need deliver need manage data warehouse plan drive data quality ensure operational efficiency design build launch new data model pipeline production deliver highimpact dashboard data visualization define manage service level agreement slas data set process running production drive efficiency speed project management leadership vision proactively improve company minimum qualification minimum year work experience year phd applied analytics including minimum year experience managing analytics team year experience data warehousing bachelor artsbachelor science computer science math physic technical field experience initiating completing data warehousing andor analytical project minimal guidance experience communicating result analysis executive leadership project management experience data architecture experience experience data querying language sql development experience least one objectoriented language python java etc year experience managing people experience scaling managing person team experience working closely crossfunctional team including data engineering data science software engineering product management preferred qualification experience consumer web mobile company experience data set hadoop data visualization tool advanced degree computer science math physic technical field live expect work california hired position meta meta build technology help people connect find community grow business facebook launched changed way people connect apps like messenger instagram whatsapp empowered billion around world meta moving beyond screen toward immersive experience like augmented virtual reality help build next evolution social technology people choose build career building meta help shape future take beyond digital connection make possible todaybeyond constraint screen limit distance even rule physic year year bonus equity benefit individual compensation determined skill qualification experience location compensation detail listed posting reflect base hourly rate monthly rate annual salary include bonus equity sale incentive applicable addition base compensation meta offer benefit learn benefit meta equal employment opportunity meta proud equal employment opportunity employer discriminate based upon race religion color national origin sex including pregnancy childbirth reproductive health decision related medical condition sexual orientation gender identity gender expression age status protected veteran status individual disability genetic information political view activity applicable legally protected characteristic meta committed providing reasonable accommodation qualified individual disability disabled veteran job application procedure
"Amazon Web Services, Inc.",3.4,"Boston, MA","Delivery Consultant - Machine Learning Engineer, AWS Professional Services, AWS Professional Services","$118,200 - $204,300 a year",https://www.indeed.com/viewjob?jk=527c9077443337ce,Full-time,US,Data Scientist,https://www.amazon.jobs/en/jobs/3017077/delivery-consultant-machine-learning-engineer-aws-professional-services-aws-professional-services?cmpid=DA_INAD200785B,year cloud architecture implementation bachelor degree computer science engineering related field equivalent experience year data software engineering strong understanding distributed computing data pipeline training inference infrastructure design year developing predictive modeling natural language processing deep learning proven track record building deploying model cloud amazon sagemaker similar year developing sql python least one additional programming language java scala javascript typescript proficient leading library framework tensorflow pytorch excited building software solution around large complex machine learning artificial intelligence system want help largest global enterprise derive business value adoption automation generative genai excited using massive amount disparate data develop aiml model eager learn apply aiml diverse array enterprise use thrilled key part amazon investing machine learning decade pioneering shaping world technology amazon web service professional service proserve team seeking skilled engineer join team delivery consultant amazon web service aws role youll work closely customer design implement manage aws aiml genai solution meet technical requirement business objective youll key player driving customer success cloud journey providing technical expertise best practice throughout project lifecycle possessing deep understanding aws product service delivery consultant proficient architecting complex scalable secure aiml genai solution tailored meet specific need customer youll work closely stakeholder gather requirement assess current infrastructure propose effective migration strategy aws trusted advisor customer providing guidance industry trend emerging technology innovative solution responsible leading implementation process ensuring adherence best practice optimizing performance managing risk throughout project aws professional service organization global team expert help customer realize desired business outcome using aws cloud work together customer team aws partner network apn execute enterprise cloud computing initiative team provides assistance collection offering help customer achieve specific outcome related enterprise cloud adoption also deliver focused guidance global specialty practice cover variety solution technology industry key job responsibility key job responsibility experienced technology professional responsible implementing endtoend aiml genai project understanding business need data preparation model development deployment monitoring designing implementing machine learning pipeline support highperformance reliable scalable secure workload designing scalable solution operation mlops using aws service leveraging genai solution applicable collaborating crossfunctional team applied science devops data engineering cloud infrastructure application prepare analyze operationalize data aiml model serving trusted advisor customer aiml genai solution cloud architecture sharing knowledge best practice within organization mentoring training publication creating reusable artifact ensuring solution meet industry standard supporting customer advancing aiml genai cloud adoption strategy customerfacing role potential travel customer site needed team aws diverse experience aws value diverse experience even meet preferred qualification skill listed job encourage candidate apply career starting hasnt followed traditional path includes alternative experience dont let stop applying aws amazon web service aws world comprehensive broadly adopted cloud platform pioneered cloud computing never stopped innovating thats customer successful startup global company trust robust suite product service power business inclusive team culture aws nature learn curious employeeled affinity group foster culture inclusion empower proud difference ongoing event learning experience including conversation race ethnicity core amazecon diversity conference inspire never stop embracing uniqueness mentorship career growth continuously raising performance bar strive become earth best employer thats youll find endless knowledgesharing mentorship careeradvancing resource help develop betterrounded professional worklife balance value worklife harmony achieving success work never come expense sacrifice home strive flexibility part working culture feel supported workplace home there nothing cant achieve cloud aws experience preferred proficiency range aws service sagemaker bedrock ec eks opensearch step function vpc cloudformation aws professional certification solution architect professional devops engineer professional experience automation terraform python infrastructure code cloudformation cdk container cicd pipeline knowledge common security compliance standard hipaa gdpr strong communication skill ability explain complex concept technical nontechnical audience experience building pipeline mlops best practice including data preprocessing model hosting feature selection hyperparameter tuning distributed gpu training deployment monitoring retraining experience mlops mlflow kubeflow orchestration airflow aws step function experience building application using genai technology llm vector store langchain prompt engineering amazon equal opportunity employer discriminate basis protected veteran status disability legally protected status inclusive culture empowers amazonians deliver best result customer disability need workplace accommodation adjustment application hiring process including support interview onboarding process please visit information countryregion youre applying isnt listed please contact recruiting partner compensation reflects cost labor across several geographic market base pay position range year lowest geographic market year highest geographic market pay based number factor including market location may vary depending jobrelated knowledge skill experience amazon total compensation company dependent position offered equity signon payment form compensation may provided part total compensation package addition full range medical financial andor benefit information please visit position remain posted filled applicant apply via internal external career site
